Product ID,Price
6677106983041,"$1,749.99"
6677106819201,"$1,749.99"
6677106524289,"$1,449.99"
6630626427009,$549.99
6621093888129,$679.99
6622038360193,$459.99
6547869204609,$229.99
6635715526785,$499.99
